# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "miRNA" "-g" "ID" "-F" "GFF" "-a" "/home/marianaurera/capstone/hsa.gff3" "-T" "4" "-s" "1" "-o" "/home/marianaurera/capstone/aligned/kidney_counts_newtry.txt" "RXF393_1_sorted.bam" "RXF393_2_sorted.bam" "SKRC39_1_sorted.bam" "SKRC39_2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RXF393_1_sorted.bam	RXF393_2_sorted.bam	SKRC39_1_sorted.bam	SKRC39_2_sorted.bam
MIMAT0021029	chr8	41271102	41271123	-	22	0	0	0	0
MIMAT0021030	chr8	41271065	41271086	-	22	0	0	0	0
MIMAT0002177	chr8	41660484	41660505	-	22	410	57	467	1262
MIMAT0004762	chr8	41660443	41660463	-	21	0	0	0	0
MIMAT0002177_1	chr8	41660444	41660465	+	22	605	159	1316	1181
MIMAT0004762_1	chr8	41660486	41660506	+	21	1	0	0	0
MIMAT0018996	chr8	42896203	42896224	-	22	0	0	0	0
MIMAT0018997	chr8	61714832	61714852	+	21	24	0	0	0
MIMAT0004591_2	chr8	64379173	64379194	+	22	0	0	0	0
MIMAT0000422_2	chr8	64379210	64379231	+	22	0	1	0	0
MIMAT0022469	chr8	74548587	74548608	+	22	0	0	0	0
MIMAT0022480	chr8	74548584	74548605	-	22	0	0	0	0
MIMAT0009977	chr8	74705694	74705713	+	20	0	0	0	0
MIMAT0015022	chr8	76966778	76966800	-	23	0	0	0	0
MIMAT0049017	chr8	79332203	79332224	+	22	0	0	0	0
MIMAT0022502	chr8	80241398	80241417	+	20	0	0	0	0
MIMAT0019729	chr8	91205494	91205515	+	22	42	13	0	0
MIMAT0019730	chr8	91205531	91205552	+	22	0	8	0	0
MIMAT0031011	chr8	93029761	93029783	+	23	0	0	0	0
MIMAT0018926_1	chr8	93916079	93916098	-	20	0	1	0	0
MIMAT0018194	chr8	95072924	95072944	-	21	0	0	0	0
MIMAT0019226	chr8	95072961	95072982	-	22	0	0	0	0
MIMAT0015023	chr8	95072962	95072983	+	22	0	0	0	0
MIMAT0019206	chr8	95072925	95072946	+	22	0	0	0	0
MIMAT0039323	chr8	98393667	98393688	-	22	0	0	0	0
MIMAT0003267	chr8	99536651	99536670	-	20	0	0	0	0
MIMAT0004922	chr8	99536830	99536851	-	22	0	0	0	0
MIMAT0004923	chr8	99536797	99536817	-	21	0	0	0	0
MIMAT0018998	chr8	100382811	100382832	+	22	0	0	0	0
MIMAT0030020	chr8	100703002	100703024	-	23	102	69	0	1
MIMAT0022468	chr8	102125483	102125504	+	22	0	0	0	0
MIMAT0015024	chr8	103154623	103154643	+	21	0	0	0	0
MIMAT0027026	chr8	103154662	103154681	+	20	0	0	0	0
MIMAT0003251_2	chr8	104484384	104484405	-	22	11	0	0	0
MIMAT0004803	chr8	104484420	104484441	-	22	0	0	0	0
MIMAT0009978	chr8	112643553	112643575	+	23	0	0	0	0
MIMAT0017987	chr8	116874740	116874759	-	20	0	0	0	0
MIMAT0025456	chr8	119325190	119325211	+	22	0	0	0	0
MIMAT0025457	chr8	119325228	119325248	+	21	0	0	0	0
MIMAT0019735	chr8	123215831	123215854	-	24	0	0	0	0
MIMAT0018447_1	chr8	123348088	123348112	+	25	0	0	0	0
MIMAT0004812_1	chr8	123348085	123348106	-	22	0	0	0	0
MIMAT0003323_1	chr8	123348049	123348070	-	22	0	0	0	0
MIMAT0027589	chr8	124508515	124508535	-	21	0	0	0	0
MIMAT0019736	chr8	124821988	124822009	-	22	0	0	0	0
MIMAT0019731	chr8	124821990	124822011	+	22	107	68	1	0
MIMAT0019732	chr8	124822027	124822048	+	22	0	0	0	0
MIMAT0005868	chr8	127795965	127795985	+	21	0	0	0	0
MIMAT0005869	chr8	127960640	127960659	+	20	0	0	0	0
MIMAT0005870	chr8	128008901	128008921	+	21	0	0	0	0
MIMAT0005871	chr8	128049159	128049179	+	21	0	0	0	0
MIMAT0005872	chr8	128049203	128049220	+	18	0	0	0	0
MIMAT0005873	chr8	128150127	128150146	+	20	0	0	0	0
MIMAT0018114	chr8	129484067	129484088	-	22	0	0	0	0
MIMAT0021125	chr8	130008360	130008381	-	22	0	0	0	0
MIMAT0030423	chr8	133046494	133046516	-	23	0	0	0	0
MIMAT0000420	chr8	134800570	134800591	-	22	2659	3074	107	525
MIMAT0004589	chr8	134800532	134800553	-	22	21	0	0	0
MIMAT0000245	chr8	134804919	134804940	-	22	20034	25135	4294	1519
MIMAT0004551	chr8	134804879	134804900	-	22	33	76	6	4
MIMAT0004697	chr8	140732623	140732643	-	21	9501	8754	571	2600
MIMAT0000757	chr8	140732587	140732607	-	21	797	939	545	4
MIMAT0005890_8	chr8	141786255	141786275	-	21	0	0	0	0
MIMAT0018999_1	chr8	142176396	142176413	+	18	0	0	0	0
MIMAT0019737	chr8	143733123	143733144	-	22	0	0	0	0
MIMAT0019738	chr8	143733089	143733110	-	22	0	20	0	0
MIMAT0004980	chr8	143812971	143812992	-	22	37	0	0	0
MIMAT0022938	chr8	143813010	143813029	-	20	0	0	0	0
MIMAT0027590	chr8	143837793	143837811	-	19	0	0	0	0
MIMAT0027591	chr8	143837756	143837776	-	21	0	0	0	0
MIMAT0003324	chr8	143945206	143945229	-	24	0	0	0	0
MIMAT0027592	chr8	144057354	144057375	-	22	0	0	0	0
MIMAT0027593	chr8	144057321	144057341	-	21	0	0	0	0
MIMAT0027594	chr8	144079879	144079901	+	23	0	0	0	0
MIMAT0027595	chr8	144079918	144079939	+	22	0	0	0	0
MIMAT0028121	chr8	144262716	144262737	-	22	0	0	0	0
MIMAT0028122	chr8	144262673	144262695	-	23	0	0	0	0
MIMAT0027596	chr8	144317288	144317310	-	23	0	0	0	0
MIMAT0027597	chr8	144317253	144317271	-	19	0	0	0	0
MIMAT0004982	chr8	144394193	144394216	-	24	0	0	0	0
MIMAT0022939	chr8	144394161	144394181	-	21	0	0	0	0
MIMAT0005589	chr8	144400088	144400109	-	22	0	0	0	0
MIMAT0027598	chr8	144400318	144400340	-	23	0	0	0	0
MIMAT0027599	chr8	144400277	144400298	-	22	0	0	0	0
MIMAT0027686	chr8	144435594	144435614	-	21	0	0	0	0
MIMAT0027687	chr8	144435551	144435572	-	22	0	0	0	0
MIMAT0041631	chr8	144462519	144462539	-	21	0	0	0	0
MIMAT0041632	chr8	144462485	144462506	-	22	0	0	0	0
MIMAT0027600	chr8	144791970	144791991	-	22	0	0	0	0
MIMAT0027601	chr8	144791935	144791954	-	20	0	0	0	0
MIMAT0005890_9	chr9	30216	30236	+	21	0	0	0	0
MIMAT0000099_1	chr9	4850345	4850365	+	21	20	0	1	0
MIMAT0037312	chr9	4850308	4850329	+	22	0	0	0	0
MIMAT0019739	chr9	6007835	6007857	+	23	0	0	0	0
MIMAT0019740	chr9	6007871	6007896	+	26	0	0	0	0
MIMAT0015025	chr9	18573350	18573371	+	22	0	0	0	0
MIMAT0019207	chr9	18573316	18573337	+	22	0	0	0	0
MIMAT0019000	chr9	20411161	20411182	-	22	21	13	0	0
MIMAT0019234	chr9	20502310	20502330	-	21	0	0	0	0
MIMAT0019001	chr9	20502277	20502298	-	22	31	0	0	0
MIMAT0002807	chr9	20716120	20716141	+	22	0	1	0	0
MIMAT0004765	chr9	20716154	20716175	+	22	0	0	0	0
MIMAT0000089	chr9	21512158	21512178	-	21	252	413	2	1
MIMAT0004504	chr9	21512121	21512142	-	22	161	155	0	0
MIMAT0004924	chr9	28863675	28863696	-	22	0	0	0	0
MIMAT0004925	chr9	28863636	28863657	-	22	0	0	0	0
MIMAT0004953	chr9	28888925	28888945	-	21	0	0	0	0
MIMAT0022717	chr9	28888889	28888910	-	22	0	0	0	0
MIMAT0049011	chr9	33108700	33108719	+	20	0	0	0	0
MIMAT0027602	chr9	33467908	33467930	-	23	0	0	0	0
MIMAT0027603	chr9	33467869	33467889	-	21	0	0	0	0
MIMAT0019743	chr9	35608096	35608117	+	22	0	0	0	0
MIMAT0019744	chr9	35608139	35608159	+	21	0	0	0	0
MIMAT0027604	chr9	35710716	35710736	-	21	0	0	0	0
MIMAT0027605	chr9	35710684	35710700	-	17	0	0	0	0
MIMAT0027606	chr9	35732927	35732950	+	24	0	0	0	0
MIMAT0027607	chr9	35732974	35732995	+	22	0	39	0	0
MIMAT0019002	chr9	36823542	36823563	-	22	0	0	0	0
MIMAT0019083	chr9	36864254	36864274	-	21	0	0	0	0
MIMAT0019003	chr9	36893466	36893487	-	22	0	0	0	0
MIMAT0005887	chr9	40929010	40929031	-	22	0	1	0	0
MIMAT0019004	chr9	41233802	41233823	+	22	0	0	0	0
MIMAT0019005	chr9	41233765	41233786	-	22	0	0	0	0
MIMAT0019005_1	chr9	63819623	63819644	+	22	0	0	0	0
MIMAT0019004_1	chr9	63819586	63819607	-	22	0	0	0	0
MIMAT0000265	chr9	70810031	70810052	-	22	1389	2867	1365	4175
MIMAT0022693	chr9	70809993	70810013	-	21	0	0	0	0
MIMAT0000252_2	chr9	83969811	83969834	-	24	26479	23893	3290	14740
MIMAT0004553	chr9	83969771	83969792	-	22	627	603	0	309
MIMAT0016920	chr9	88745877	88745895	-	19	0	0	0	0
MIMAT0015026	chr9	89312274	89312296	+	23	0	0	0	0
MIMAT0016921	chr9	90023451	90023469	-	19	0	0	0	0
MIMAT0018184	chr9	91636313	91636332	+	20	0	0	0	0
MIMAT0018184_1	chr9	91636277	91636296	-	20	0	0	0	0
MIMAT0018071	chr9	92292461	92292484	-	24	0	7	0	0
MIMAT0019750	chr9	92528030	92528051	-	22	0	0	0	0
MIMAT0019751	chr9	92527991	92528012	-	22	0	0	0	0
MIMAT0022291	chr9	93594841	93594861	+	21	0	0	0	0
MIMAT0022292	chr9	93594874	93594894	+	21	0	0	0	0
MIMAT0016922	chr9	93819367	93819382	+	16	0	0	0	0
MIMAT0000062_2	chr9	94175962	94175983	+	22	69570	72715	6269	32570
MIMAT0004481_1	chr9	94176013	94176033	+	21	1365	1302	729	1736
MIMAT0000067	chr9	94176353	94176374	+	22	68554	62485	1348	10730
MIMAT0004486	chr9	94176409	94176430	+	22	188	235	415	396
MIMAT0000065	chr9	94178841	94178862	+	22	31839	35068	615	6757
MIMAT0004484	chr9	94178895	94178916	+	22	660	1304	2267	4019
MIMAT0011778	chr9	94809977	94809998	+	22	0	0	0	0
MIMAT0023706	chr9	95065406	95065429	+	24	0	0	0	0
MIMAT0004587	chr9	95085227	95085248	+	22	107	245	587	0
MIMAT0000418	chr9	95085265	95085287	+	23	7558	6953	1152	2220
MIMAT0004588	chr9	95085463	95085484	+	22	1	94	1	3
MIMAT0000419	chr9	95085505	95085525	+	21	37317	43759	4203	14541
MIMAT0015027	chr9	95086024	95086045	-	22	0	0	0	0
MIMAT0019208	chr9	95086063	95086083	-	21	0	0	0	0
MIMAT0000079	chr9	95086027	95086048	+	22	0	0	0	0
MIMAT0000080_1	chr9	95086064	95086085	+	22	10639	6978	1373	1949
MIMAT0005890_10	chr9	97363596	97363616	-	21	0	0	0	0
MIMAT0027608	chr9	98229189	98229212	-	24	0	0	0	0
MIMAT0027609	chr9	98229149	98229169	-	21	0	0	0	0
MIMAT0031008	chr9	106600990	106601012	+	23	0	0	0	0
MIMAT0000090	chr9	109046272	109046293	-	22	367	267	0	563
MIMAT0004505	chr9	109046231	109046252	-	22	0	18	0	0
MIMAT0018202	chr9	109511480	109511501	-	22	0	0	0	0
MIMAT0022970	chr9	109511518	109511538	-	21	0	0	0	0
MIMAT0030017	chr9	111271193	111271214	-	22	0	0	0	0
MIMAT0019745	chr9	111932100	111932122	+	23	0	0	0	0
MIMAT0019746	chr9	111932147	111932169	+	23	0	0	0	0
MIMAT0003150	chr9	114209449	114209470	+	22	278	270	5	0
MIMAT0004784	chr9	114209487	114209507	+	21	6058	6870	5555	4964
MIMAT0000251	chr9	120244985	120245004	-	20	0	0	0	0
MIMAT0019006	chr9	122120147	122120163	-	17	0	0	0	0
MIMAT0003268	chr9	123111561	123111583	-	23	0	0	0	0
MIMAT0003269	chr9	123402567	123402588	-	22	0	0	0	0
MIMAT0028211	chr9	123485584	123485601	-	18	0	0	0	0
MIMAT0000256_1	chr9	124692480	124692502	+	23	24594	20904	7820	16307
MIMAT0004558	chr9	124692518	124692539	+	22	1333	1375	4832	2021
MIMAT0000257_1	chr9	124693725	124693747	+	23	8104	7630	1532	9404
MIMAT0031893	chr9	124693763	124693782	+	20	0	0	0	0
MIMAT0018185	chr9	127690763	127690784	-	22	0	0	0	0
MIMAT0019337	chr9	127785879	127785898	+	20	0	0	0	0
MIMAT0013802	chr9	127785971	127785989	+	19	0	0	0	0
MIMAT0019754	chr9	127869425	127869445	-	21	0	0	0	0
MIMAT0000263	chr9	128244783	128244805	-	23	62	32	4	2
MIMAT0004563	chr9	128244745	128244766	-	22	1520	1518	194	417
MIMAT0015028	chr9	128244956	128244977	-	22	0	0	0	0
MIMAT0000276_1	chr9	128392676	128392696	-	21	4	1	0	0
MIMAT0004675	chr9	128392632	128392653	-	22	0	0	0	0
MIMAT0019747	chr9	128392634	128392655	+	22	12	84	0	0
MIMAT0019748	chr9	128392676	128392698	+	23	0	0	0	0
MIMAT0027610	chr9	129869610	129869634	+	25	0	0	0	0
MIMAT0027611	chr9	129869650	129869671	+	22	0	0	0	0
MIMAT0049020	chr9	130241451	130241474	+	24	0	0	0	0
MIMAT0027612	chr9	130626302	130626325	+	24	0	0	0	0
MIMAT0027613	chr9	130626342	130626363	+	22	0	0	0	0
MIMAT0022471	chr9	132945714	132945733	+	20	0	0	0	0
MIMAT0027654	chr9	133052001	133052022	+	22	0	0	0	0
MIMAT0027655	chr9	133052035	133052055	+	21	0	0	0	0
MIMAT0019749	chr9	134379449	134379470	+	22	0	0	0	0
MIMAT0019007	chr9	134849302	134849323	-	22	0	0	0	1
MIMAT0018117	chr9	134849534	134849555	-	22	0	0	0	0
MIMAT0018118	chr9	134849494	134849515	-	22	0	0	0	0
MIMAT0019008	chr9	134849660	134849681	-	22	0	0	0	0
MIMAT0018180	chr9	134850206	134850227	-	22	0	0	0	0
MIMAT0018181	chr9	134850166	134850187	-	22	0	0	0	1
MIMAT0019008_1	chr9	134850332	134850353	-	22	0	0	0	0
MIMAT0019009	chr9	134850614	134850635	-	22	0	0	0	0
MIMAT0019010	chr9	134850783	134850804	-	22	0	0	405	2902
MIMAT0019755	chr9	136519604	136519625	-	22	0	0	0	0
MIMAT0019756	chr9	136546182	136546202	-	21	0	0	0	0
MIMAT0000444	chr9	136670616	136670636	+	21	136	77	25	623
MIMAT0000445	chr9	136670653	136670674	+	22	18336	25585	3274	9090
MIMAT0025853	chr9	136746941	136746960	-	20	0	0	0	0
MIMAT0025854	chr9	136746903	136746924	-	22	0	0	0	0
MIMAT0016919	chr9	136830996	136831013	+	18	0	0	0	0
MIMAT0019011	chr9	136886777	136886798	+	22	41	77	0	0
MIMAT0018002	chr9	137169236	137169255	-	20	0	0	0	0
MIMAT0028125	chr9	137450061	137450081	-	21	0	0	0	0
MIMAT0028126	chr9	137450026	137450046	-	21	0	0	0	0
MIMAT0003270	chr9	137838434	137838456	+	23	0	0	0	0
MIMAT0018119	chrX	1293927	1293949	+	23	0	0	0	0
MIMAT0023714	chrX	2609229	2609252	+	24	0	0	0	0
MIMAT0019924	chrX	6383907	6383924	-	18	0	0	0	0
MIMAT0019919	chrX	7147869	7147891	+	23	0	0	0	0
MIMAT0003321	chrX	8126980	8127001	+	22	17	3	0	0
MIMAT0026624	chrX	8127018	8127039	+	22	0	0	0	0
MIMAT0022474	chrX	11318656	11318677	-	22	1	0	1	0
MIMAT0023711	chrX	13590293	13590312	+	20	0	0	0	0
MIMAT0019076	chrX	16627019	16627040	-	22	0	0	0	0
MIMAT0022740	chrX	16627055	16627076	-	22	0	0	0	0
MIMAT0019920	chrX	17425889	17425910	+	22	0	0	0	0
MIMAT0019921	chrX	17425927	17425946	+	20	0	0	0	0
MIMAT0018000	chrX	20017101	20017122	-	22	19	13	4	11
MIMAT0024618	chrX	28495575	28495593	-	19	0	0	0	0
MIMAT0022485	chrX	29574286	29574308	+	23	0	0	0	0
MIMAT0018189	chrX	32583711	32583732	-	22	0	0	0	0
MIMAT0005895_4	chrX	32641490	32641508	-	19	0	0	0	0
MIMAT0018990_1	chrX	38023912	38023932	-	21	0	0	0	0
MIMAT0022739	chrX	38023949	38023971	-	23	0	0	0	0
MIMAT0018352	chrX	39661276	39661298	+	23	0	0	0	0
MIMAT0019077	chrX	39837562	39837581	+	20	0	0	0	0
MIMAT0004568	chrX	45746221	45746242	-	22	146	154	1	1
MIMAT0000278	chrX	45746180	45746202	-	23	4159	5466	32	3747
MIMAT0004569	chrX	45747073	45747094	-	22	122	116	0	0
MIMAT0000279	chrX	45747036	45747056	-	21	15604	20061	14318	38280
MIMAT0019922	chrX	47587436	47587459	+	24	0	0	0	0
MIMAT0019923	chrX	47587476	47587497	+	22	0	0	0	0
MIMAT0002888	chrX	50003167	50003188	+	22	4964	4836	755	1227
MIMAT0004780	chrX	50003204	50003225	+	22	19	1	0	1
MIMAT0000457	chrX	50003517	50003537	+	21	0	0	0	0
MIMAT0004613	chrX	50003556	50003576	+	21	0	0	0	0
MIMAT0004773	chrX	50008443	50008465	+	23	10	37	0	1
MIMAT0002871	chrX	50008482	50008503	+	22	0	0	1	0
MIMAT0000705	chrX	50008968	50008991	+	24	113	54	0	0
MIMAT0004683	chrX	50009005	50009026	+	22	0	0	0	0
MIMAT0002872	chrX	50009735	50009756	+	22	107	56	0	0
MIMAT0004774	chrX	50009772	50009793	+	22	0	0	0	0
MIMAT0016925	chrX	50010682	50010699	+	18	16	19	1	0
MIMAT0027032	chrX	50010722	50010741	+	20	0	0	0	0
MIMAT0003338	chrX	50013256	50013277	+	22	564	609	603	607
MIMAT0022711	chrX	50013292	50013312	+	21	0	0	0	0
MIMAT0002873	chrX	50014613	50014633	+	21	0	35	0	0
MIMAT0004775	chrX	50014649	50014670	+	22	0	50	1	0
MIMAT0031015	chrX	52336612	52336632	-	21	0	0	0	0
MIMAT0027690	chrX	53195463	53195483	-	21	0	0	0	0
MIMAT0027691	chrX	53195411	53195432	-	22	0	0	0	0
MIMAT0027688	chrX	53198917	53198940	-	24	0	0	0	0
MIMAT0027689	chrX	53198889	53198909	-	21	0	0	0	0
MIMAT0027614	chrX	53405739	53405760	-	22	0	0	0	0
MIMAT0027615	chrX	53405673	53405693	-	21	0	0	0	0
MIMAT0000096	chrX	53556299	53556320	-	22	30120	26815	19	4900
MIMAT0022842	chrX	53556241	53556262	-	22	41	0	0	0
MIMAT0000067_1	chrX	53557246	53557267	-	22	73670	64365	1252	11579
MIMAT0004487	chrX	53557196	53557217	-	22	127	47	0	0
MIMAT0019078	chrX	55451561	55451581	-	21	0	0	0	0
MIMAT0020959	chrX	55451495	55451515	-	21	0	0	0	0
MIMAT0019078_1	chrX	55451496	55451516	+	21	0	0	0	0
MIMAT0020959_1	chrX	55451562	55451582	+	21	0	0	0	0
MIMAT0006789	chrX	63786055	63786075	-	21	1707	3106	1607	4125
MIMAT0026638	chrX	63786012	63786033	-	22	0	0	0	0
MIMAT0004570	chrX	66018895	66018916	+	22	0	48	0	0
MIMAT0000280	chrX	66018937	66018958	+	22	926	635	49	450
MIMAT0018203	chrX	70022864	70022884	+	21	0	0	0	0
MIMAT0018204	chrX	70022899	70022919	+	21	0	0	0	0
MIMAT0003339	chrX	74218392	74218414	-	23	28	40	0	1
MIMAT0004955	chrX	74218587	74218608	-	22	714	671	9	6
MIMAT0004956	chrX	74218557	74218578	-	22	88	0	0	0
MIMAT0018443	chrX	74218561	74218582	+	22	0	3	0	0
MIMAT0022735	chrX	74218587	74218608	+	22	0	0	0	0
MIMAT0004785	chrX	74287164	74287185	-	22	0	0	0	0
MIMAT0003165	chrX	74287126	74287147	-	22	0	0	0	0
MIMAT0000727	chrX	74287325	74287346	-	22	28	22	2	0
MIMAT0004688	chrX	74287295	74287316	-	22	55	0	0	0
MIMAT0001075	chrX	76919285	76919304	-	20	0	0	0	0
MIMAT0000771	chrX	77005464	77005486	-	23	0	0	0	0
MIMAT0016926	chrX	78901204	78901220	-	17	0	0	0	0
MIMAT0005935_3	chrX	84225797	84225818	-	22	0	0	0	0
MIMAT0005952	chrX	85835832	85835849	+	18	0	0	0	0
MIMAT0000703	chrX	85903681	85903702	-	22	442	300	5	12
MIMAT0004682	chrX	85903641	85903663	-	23	0	20	0	0
MIMAT0005917	chrX	95063192	95063212	-	21	0	0	0	0
MIMAT0019079	chrX	106639828	106639847	+	20	0	0	0	0
MIMAT0003322	chrX	110055389	110055409	+	21	2986	5348	2713	18
MIMAT0022709	chrX	110055349	110055373	+	25	372	162	1	629
MIMAT0019363	chrX	110082121	110082144	+	24	0	0	0	0
MIMAT0016923	chrX	112780728	112780746	-	19	0	0	0	0
MIMAT0010367	chrX	114639445	114639466	+	22	0	0	0	0
MIMAT0007887	chrX	114651589	114651610	+	22	0	0	0	0
MIMAT0037333	chrX	114651556	114651577	+	22	0	0	0	0
MIMAT0005791	chrX	114652696	114652718	+	23	0	0	0	0
MIMAT0005800	chrX	114715250	114715271	+	22	0	0	0	0
MIMAT0026641	chrX	114715304	114715324	+	21	0	0	0	0
MIMAT0007885	chrX	114763195	114763217	+	23	0	0	0	0
MIMAT0007886	chrX	114763232	114763251	+	20	0	0	0	0
MIMAT0001532	chrX	114823524	114823545	+	22	0	0	0	0
MIMAT0005933	chrX	118386440	118386461	+	22	12	13	0	0
MIMAT0022724	chrX	118386401	118386424	+	24	8	1	0	0
MIMAT0003888	chrX	119646763	119646784	-	22	70	1	0	0
MIMAT0022714	chrX	119646799	119646820	-	22	36	0	0	0
MIMAT0018095	chrX	121370986	121371008	+	23	0	0	0	0
MIMAT0003385	chrX	134169425	134169446	-	22	0	0	0	0
MIMAT0000707	chrX	134169382	134169403	-	22	5	41	1	3
MIMAT0000092_1	chrX	134169544	134169565	-	22	16034	21643	19312	49949
MIMAT0004508	chrX	134169583	134169604	-	22	0	0	0	0
MIMAT0004492	chrX	134169727	134169748	-	22	0	0	0	0
MIMAT0000074_1	chrX	134169683	134169705	-	23	135	119	3	8
MIMAT0001413	chrX	134169850	134169872	-	23	0	1	0	2
MIMAT0004752	chrX	134169813	134169834	-	22	0	0	0	0
MIMAT0001412	chrX	134170084	134170106	-	23	0	0	0	0
MIMAT0004751	chrX	134170042	134170063	-	22	0	0	0	0
MIMAT0000103	chrX	134170244	134170266	-	23	0	0	0	0
MIMAT0004517	chrX	134170208	134170229	-	22	0	0	0	0
MIMAT0004909	chrX	134540231	134540252	-	22	21	27	0	0
MIMAT0004910	chrX	134540194	134540215	-	22	0	0	0	0
MIMAT0001545	chrX	134540393	134540414	-	22	551	835	1	1
MIMAT0022700	chrX	134540358	134540379	-	22	0	0	0	0
MIMAT0001545_1	chrX	134540564	134540585	-	22	520	893	0	3
MIMAT0031074	chrX	134540529	134540550	-	22	0	0	0	0
MIMAT0003340	chrX	134541400	134541422	-	23	550	289	2	4
MIMAT0003389	chrX	134541364	134541385	-	22	0	0	0	0
MIMAT0002874	chrX	134546371	134546393	-	23	59	119	0	1
MIMAT0022925	chrX	134546331	134546353	-	23	2	57	0	0
MIMAT0001341	chrX	134546680	134546701	-	22	1888	1396	1	10
MIMAT0004749	chrX	134546644	134546664	-	21	436	883	1	1
MIMAT0004977	chrX	136550892	136550913	+	22	0	0	0	0
MIMAT0002875	chrX	138667760	138667781	-	22	0	0	0	0
MIMAT0026612	chrX	138667724	138667744	-	21	0	0	0	0
MIMAT0004776	chrX	139924196	139924217	-	22	69	0	0	0
MIMAT0002876	chrX	139924160	139924181	-	22	256	163	141	2
MIMAT0006764_1	chrX	140926172	140926190	-	19	41	151	119	0
MIMAT0025857	chrX	145992796	145992816	-	21	0	0	0	0
MIMAT0025858	chrX	145992760	145992781	-	22	0	0	0	0
MIMAT0004912	chrX	145994321	145994341	-	21	0	0	0	0
MIMAT0004916	chrX	145994830	145994850	-	21	0	27	0	0
MIMAT0004917	chrX	145994794	145994815	-	22	0	0	0	0
MIMAT0004907	chrX	145996679	145996699	-	21	0	0	0	0
MIMAT0004918	chrX	145997208	145997229	-	22	0	0	0	0
MIMAT0004913	chrX	146001100	146001121	-	22	0	0	0	0
MIMAT0004902	chrX	146027841	146027862	-	22	0	0	0	0
MIMAT0026717	chrX	146027804	146027825	-	22	0	0	0	0
MIMAT0005789	chrX	147189753	147189774	-	22	0	0	0	3
MIMAT0022728	chrX	147189717	147189739	-	23	0	0	0	0
MIMAT0005788	chrX	147199093	147199114	-	22	23	0	0	0
MIMAT0026749	chrX	147199057	147199078	-	22	0	0	0	0
MIMAT0002877	chrX	147213538	147213555	-	18	0	12	0	0
MIMAT0004777	chrX	147213498	147213520	-	23	0	0	0	0
MIMAT0002877_1	chrX	147225900	147225917	-	18	0	13	0	0
MIMAT0004777_1	chrX	147225860	147225882	-	23	0	0	0	0
MIMAT0002878	chrX	147230753	147230773	-	21	0	0	0	0
MIMAT0022701	chrX	147230788	147230809	-	22	0	0	0	0
MIMAT0002879	chrX	147231002	147231022	-	21	0	0	0	0
MIMAT0004778	chrX	147236980	147237002	-	23	0	0	0	0
MIMAT0002880	chrX	147236945	147236967	-	23	0	0	0	0
MIMAT0015087	chrX	147250197	147250218	-	22	0	0	0	0
MIMAT0015088	chrX	147250161	147250181	-	21	0	0	0	0
MIMAT0004779	chrX	147258811	147258831	-	21	0	0	0	0
MIMAT0002881	chrX	147258775	147258796	-	22	0	0	0	0
MIMAT0002881_1	chrX	147259662	147259683	-	22	0	0	0	0
MIMAT0004975	chrX	147259696	147259717	-	22	0	0	1	0
MIMAT0004779_1	chrX	147260586	147260606	-	21	0	0	0	0
MIMAT0002881_2	chrX	147260550	147260571	-	22	0	0	0	0
MIMAT0002882	chrX	147272378	147272399	-	22	0	0	0	0
MIMAT0026613	chrX	147272342	147272362	-	21	0	0	0	0
MIMAT0002883	chrX	147279266	147279286	-	21	0	0	0	0
MIMAT0022702	chrX	147279301	147279323	-	23	0	0	0	0
MIMAT0002883_1	chrX	147281957	147281977	-	21	0	0	0	0
MIMAT0022702_1	chrX	147281992	147282014	-	23	0	0	0	0
MIMAT0002883_2	chrX	147284655	147284675	-	21	0	0	0	0
MIMAT0022702_2	chrX	147284690	147284712	-	23	0	0	0	0
MIMAT0011156	chrX	150228016	150228037	+	22	0	0	0	0
MIMAT0011157	chrX	150228052	150228072	+	21	0	0	0	0
MIMAT0016924	chrX	151168298	151168316	+	19	0	0	0	0
MIMAT0000281	chrX	151958628	151958652	-	25	6000	4474	1499	10507
MIMAT0009198	chrX	151958584	151958606	-	23	0	0	0	0
MIMAT0001635	chrX	151959678	151959699	-	22	0	0	0	0
MIMAT0001636	chrX	151959634	151959655	-	22	0	0	0	0
MIMAT0000102	chrX	152392265	152392287	-	23	0	0	0	0
MIMAT0004516	chrX	152392228	152392249	-	22	0	0	0	0
MIMAT0003882	chrX	152393481	152393503	-	23	0	0	0	0
MIMAT0003883	chrX	152393447	152393469	-	23	0	0	691	0
MIMAT0000102_1	chrX	152394458	152394480	-	23	0	0	0	0
MIMAT0004516_1	chrX	152394421	152394442	-	22	0	0	0	0
MIMAT0049023	chrX	153335510	153335531	+	22	0	0	0	0
MIMAT0015089	chrX	153981105	153981126	+	22	0	0	0	0
MIMAT0015089_1	chrX	153981148	153981169	-	22	0	0	0	0
MIMAT0012735	chrX	154019928	154019948	-	21	0	0	0	0
MIMAT0027616	chrX	154450320	154450341	+	22	0	37	0	0
MIMAT0027617	chrX	154450361	154450382	+	22	5	17	0	0
MIMAT0022271	chrX	154768596	154768619	+	24	0	0	0	0
MIMAT0022272	chrX	154768635	154768656	+	22	0	42	0	1
MIMAT0005829	chrX	154887376	154887398	-	23	0	0	0	0
